"start";"end";"deviceid";"1- Onde o sr.(a) reside (mora)?";"1.1- Estado:";"1.1- País:";"2- Sexo:";"3- Qual a sua faixa etária?";"4- Qual sua escolaridade?";"5- Qual sua profissão? (ocupação principal)*";"6- Qual moeda você recebe seus rendimentos?";"6.1- Faixa de renda?";"6.1- Valor mensal/anual:";"7- Qual seu estado civil?";"8- Qual sua orientação sexual?";"9- Com quem está viajando?";"10- Com quantas pessoas está viajando?";"11- Quanto tempo passou ou está programado para passar nessa cidade?";"11.1- Quantos dias?";"11.1- Quantos meses?";"12- Qual meio de transporte você utilizou para chegar até este destino?";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus de linha";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus fretado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro alugado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião Fretado (charter)";"12- Qual meio de transporte você utilizou para chegar até este destino?/Outros";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro próprio";"12- Qual meio de transporte você utilizou para chegar até este destino?/Moto";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transfer/receptivo";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transporte coletivo/van";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião";"12.1- Qual?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Outros";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro alugado";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Buggy";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro/moto própria";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Moto táxi";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Quadriciclo";"13.1- Quais?";"14- Qual o meio de hospedagem utilizado?";"15- Qual foi o motivo/ atrativo da sua viagem?";"15.1- Quais?";"16- Qual foi a influência para sua escolha por essa cidadel?";"16.1- Qual?";"17- Como organizou a viagem?";"17.1- Quais?";"18- Você usou algum serviço especializado em informações turísticas?";"18.1- Onde?";"19- Você utilizou algum serviço de guia ou acompanhante de turismo?";"19.1- Para quais serviços?";"19.1- Para quais serviços?/Concierge";"19.1- Para quais serviços?/Passeios de buggy";"19.1- Para quais serviços?/Outros";"19.1- Para quais serviços?/Passeios em atrativos turísticos";"19.1- Para quais serviços?/City tour/receptivo";"19.2- Quais?";"20- Você fez algum passeio?";"20.1- Quais?";"20.1- Quais?/Outros";"20.1- Quais?/Jardineira";"20.1- Quais?/Catamarã/lancha";"20.1- Quais?/Buggy";"20.1- Quais?/Quatriciclo";"20.1- Quais?/Pau de arara";"20.2- Quais?";"20.3- Como ficou sabendo do passeio?";"Condições do transporte";"Condutor/guia";"Roteiro do passeio";"Preço do passeio";"20.1- Por quê?";"21- Quais os atrativos visitados?";"21- Quais os atrativos visitados?/Santuario ecológico";"21- Quais os atrativos visitados?/Nenhum";"21- Quais os atrativos visitados?/Praias";"21- Quais os atrativos visitados?/Mirantes";"21- Quais os atrativos visitados?/Outros";"21- Quais os atrativos visitados?/Chapadão";"21- Quais os atrativos visitados?/Fazenda do camarão";"21- Quais os atrativos visitados?/Lagoa Guaraira";"21- Quais os atrativos visitados?/Projeto Tamar";"22- Viajou para outros municípios ou localidades do RN? Quais?";"22.1- Quais?";"23- É sua primeira vez nessa cidade?";"24- Retornaria a essa cidade?";"24.1- Por quê?";"25- Recomendaria a cidade aos amigos?";"Hospedagem";"Alimentação";"Transporte";"Passeios e lazer";"Compras";"Outros";"27- Como avalia os preços dos bens e serviços adquiridos nesta localidade?";"28- Qualifique os itens abaixo, em uma escala de 1 a 5 para os seguintes quesitos nesta localidade, quanto à:";"Atrativos naturais";"Patrimônio cultural";"Manifestações culturais";"Equipamentos de lazer";"Passeios diversos";"Serviços de receptivo";"Informações turísticas";"Guias de turismo";"Meios de hospedagem";"Locadora de veículos";"Restaurantes/bares";"Locadora de veículos";"Compras/comércio";"Diversões noturnas";"Acolhida do povo";"Atendimento dos serviços";"Acessibilidade";"Comunicações";"Sinalização urbana e turística";"Limpeza pública";"Segurança pública";"Transporte público";"Táxi/ Uber/ Transfer";"Rodoviária";"Aeroporto (acesso)";"Aeroporto (estrutura)";"Nome";"Identificação (Companhia/vôo, ônibus/linha ou placa do veículo)";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2016-12-20T20:54:51.649-02";"2016-12-20T23:12:02.673-02";"866523028526139";"Estrangeiro";"";"Uruguai";"Masculino";"51 a 65 anos";"Pós-Graduação";"Professor";"Outros";"";"1000000";"Outros";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"8";"";"Avião Outros";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Uber";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Hotel/resort";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Lugar preciso. Natureza. Seguro";"Sim";"1000";"1000";"1900";"";"";"";"Normais";"";"5";"5";"4";"5";"5";"5";"?";"?";"5";"?";"5";"?";"4";"5";"5";"5";"5";"4";"3";"5";"5";"?";"5";"4";"5";"5";"Ismael";"Enfrentem ecológica";"vHZpya9YwWnPpMmMnrYA6m";"5460544";"72937440-4ba4-4309-ab27-7dd177bbdc9d";"2016-12-21T02:33:07";"76"
"2016-12-20T21:10:04.953-02";"2016-12-20T23:12:18.601-02";"866523028526139";"Brasileiro";"RN";"";"Masculino";"18 a 25 anos";"Pós-Graduação";"Estudante";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Homossexual";"Companheiro(a)";"01- uma";"Dias";"3";"";"Ônibus de linha Transporte coletivo/van";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Pousada/chalés";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Guia turístico/folders";"5";"5";"5";"5";"";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Sim";"Sim";"Devido ao turismo";"Sim";"500";"300";"100";"100";"0";"";"Normais";"";"5";"3";"1";"1";"4";"5";"1";"1";"5";"1";"5";"1";"3";"3";"5";"5";"1";"1";"1";"1";"1";"1";"5";"1";"?";"?";"Cassio";"Enfrente a praiana";"vHZpya9YwWnPpMmMnrYA6m";"5460545";"9191c18e-b20a-46ea-897d-5f31fae8fa40";"2016-12-21T02:33:07";"77"
"2016-12-20T21:22:47.859-02";"2016-12-20T23:12:26.424-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"Até 17 anos";"Médio Completo";"Estudante";"Real";"Até R$880,00";"";"Outros";"Outros";"Família";"Grupos";"Dias";"5";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Pousada/chalés";"Visitar amigos/ parentes";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"É maravilhoso.";"Sim";"0";"0";"0";"0";"0";"";"Elevados";"";"5";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"3";"4";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"";"?";"Maria";"Enfrente Praiana";"vHZpya9YwWnPpMmMnrYA6m";"5460546";"5d977325-a0cf-40ed-8cb1-a7514ada74b2";"2016-12-21T02:33:08";"78"
"2016-12-20T21:35:18.358-02";"2016-12-20T22:36:35.170-02";"866523028526139";"Brasileiro";"PE";"";"Feminino";"51 a 65 anos";"Médio Completo";"Professor";"Real";"R$881,00 a R$1.800,00";"";"Casado(a)";"Heterossexual";"Família";"04- quatro";"Dias";"3";"";"Carro próprio Moto";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pê";"Pousada/chalés";"Sol e praia";"";"Outros";"Sempre quis vim, tentei uma vez mas não consegui hospedagem. Esta cheia a cidade.";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Jardineira Buggy Quatriciclo";"0";"1";"0";"1";"1";"0";"";"Concierge (hotel)";"5";"5";"5";"4";"";"Praias Chapadão Fazenda do camarão Lagoa Guaraira Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"1";"1";"1";"Sim";" Natal";"Sim";"Sim";" Gostei, amei";"Sim";"400";"300";"";"";"";"";"Normais";"";"5";"5";"1";"5";"5";"5";"?";"5";"4";"?";"5";"?";"3";"4";"5";"5";"4";"5";"2";"4";"4";"?";"?";"?";"?";"?";"Cristiana avo do Pedrinho";"Ousada Praiana";"vHZpya9YwWnPpMmMnrYA6m";"5460547";"106f117b-1d21-42ba-8f94-9d833252e5c4";"2016-12-21T02:33:09";"79"
"2016-12-20T21:51:07.450-02";"2016-12-20T23:10:57.516-02";"866523028526139";"Brasileiro";"RN";"";"Masculino";"26 a 35 anos";"Superior";"Estudante";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"03- três";"Dias";"3";"";"Ônibus de linha";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Pousada/chalés";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Sim";"Book";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"É pipa, a noite agitata e cidade aconchegante";"Sim";"150";"210";"30";"0";"50";"";"Elevados";"";"5";"3";"3";"?";"5";"?";"?";"?";"5";"?";"4";"?";"5";"5";"4";"3";"1";"3";"2";"2";"4";"3";"?";"4";"?";"?";"Glalber";"Tamanduá";"vHZpya9YwWnPpMmMnrYA6m";"5460548";"27857d7d-4004-4953-ac0b-fc869218b6ce";"2016-12-21T02:33:09";"80"
"2016-12-20T22:01:58.823-02";"2016-12-20T22:31:23.203-02";"866523028526139";"Brasileiro";"RN";"";"Feminino";"18 a 25 anos";"Superior Incompleto";"Estudante";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"03- três";"Dias";"3";"";"Ônibus de linha";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Pousada/chalés";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"Linda";"Sim";"150";"210";"30";"0";"50";"0";"Elevados";"";"5";"3";"4";"1";"5";"?";"2";"?";"5";"?";"4";"?";"4";"5";"4";"4";"1";"3";"1";"2";"2";"3";"?";"4";"?";"?";"Elenilde";"Tamandua";"vHZpya9YwWnPpMmMnrYA6m";"5460550";"4bd72668-6e50-48d1-818d-ee8c3dff95db";"2016-12-21T02:33:10";"81"
"2016-12-20T22:16:12.279-02";"2016-12-20T22:31:03.605-02";"866523028526139";"Estrangeiro";"";"Agentina";"Feminino";"26 a 35 anos";"Médio Completo";"Outros";"Dólar";"";"21600";"União Estável";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"10";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Gosta da tranquilidade, a agente, praia , segurança na praia";"Sim";"1500";"1500";"0";"160";"300";"";"Elevados";"";"5";"?";"4";"3";"4";"5";"?";"?";"3";"?";"4";"?";"3";"3";"4";"4";"3";"1";"1";"1";"3";"?";"5";"?";"5";"5";"Silvina";"Enfrente Praiana";"vHZpya9YwWnPpMmMnrYA6m";"5460551";"68160a29-e2e7-49f5-b836-29cf5900f114";"2016-12-21T02:33:10";"82"
"2016-12-20T22:49:14.551-02";"2016-12-20T23:10:31.622-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"26 a 35 anos";"Superior";"Outros";"Real";"R$881,00 a R$1.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"";"Pousada/chalés";"Aventura e natureza";"";"Comentários";"";"Sozinho/internet";"";"Sim";"Book";"Sim";"Passeios em atrativos turísticos";"0";"0";"0";"1";"0";"";"Sim";"Quatriciclo";"0";"0";"0";"0";"1";"0";"";"Indicação de parentes/amigos";"4";"5";"5";"4";"";"Praias Chapadão Lagoa Guaraira Outros";"0";"0";"1";"0";"1";"1";"0";"1";"0";"Não";"";"Sim";"Sim";"Pelos atrativos e a cidade organizada";"Sim";"53";"100";"0";"85";"80";"";"Elevados";"";"4";"1";"1";"4";"3";"?";"?";"5";"4";"?";"3";"?";"2";"4";"4";"4";"1";"4";"2";"4";"2";"?";"?";"?";"?";"?";"Erika";"Mediterrâneo";"vHZpya9YwWnPpMmMnrYA6m";"5460552";"be9efdda-6268-4076-984d-ba17fe50149c";"2016-12-21T02:33:11";"83"
"2016-12-20T23:12:48.985-02";"2016-12-20T23:27:56.950-02";"866523028526139";"Brasileiro";"MG";"";"Masculino";"36 a 50 anos";"Pós-Graduação";"Autônomo";"Real";"R$8.801,00 a R$18.000,00";"";"Divorciado(a)";"Heterossexual";"Amigos";"01- uma";"Dias";"2";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado Outros";"1";"1";"0";"0";"0";"0";"A pé";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Amo Pipa, praias lindas, vida noturna e mulheres lindas";"Sim";"80";"300";"";"";"80";"";"Normais";"";"5";"1";"4";"2";"4";"?";"?";"?";"4";"?";"4";"?";"3";"5";"5";"4";"1";"3";"2";"3";"4";"?";"?";"?";"?";"?";"Klerio";"Veio pelo Aeroporto de João Pessoa";"vHZpya9YwWnPpMmMnrYA6m";"5460553";"5195b675-fb44-4ec6-a090-5a6f4f884177";"2016-12-21T02:33:12";"84"
"2016-12-20T22:07:01.028-02";"2016-12-20T23:29:04.266-02";"866523028526139";"Brasileiro";"RN";"";"Feminino";"26 a 35 anos";"Pós-Graduação";"Outros";"Real";"R$1.801,00 a R$3.500,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Lua de mel/ casamento";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias Chapadão";"0";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"Agradável, praias noite";"Sim";"250";"300";"0";"";"100";"";"Elevados";"";"5";"3";"?";"4";"5";"5";"4";"4";"5";"?";"5";"?";"4";"5";"5";"5";"3";"4";"4";"4";"3";"?";"?";"?";"?";"?";"Tailane";"Pipa Beleza";"vHZpya9YwWnPpMmMnrYA6m";"5460563";"ca35a1fb-206c-46a9-a2f0-1002b72b5f69";"2016-12-21T02:33:28";"85"
"2016-12-20T23:02:03.839-02";"2016-12-20T23:29:14.244-02";"866523028526139";"Brasileiro";"PB";"";"Masculino";"36 a 50 anos";"Superior";"Iniciativa privada";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Carro próprio";"Pousada/chalés";"Aventura e natureza";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Sim";"Outros";"0";"0";"1";"0";"0";"Quadriciclo";"Sim";"Quatriciclo";"0";"0";"0";"0";"1";"0";"";"Indicação de parentes/amigos";"4";"5";"4";"2";"";"Praias Chapadão Lagoa Guaraira Outros";"0";"0";"1";"0";"1";"1";"0";"1";"0";"Não";"";"Sim";"Sim";"Atrativos turísticos";"Sim";"53";"100";"0";"75";"80";"";"Elevados";"";"3";"2";"1";"3";"3";"?";"?";"5";"4";"?";"3";"?";"2";"4";"4";"?";"1";"4";"2";"4";"2";"?";"?";"?";"?";"?";"Adílio";"Mediterrâneo";"vHZpya9YwWnPpMmMnrYA6m";"5460568";"adfe96c8-b8fd-4169-aeb7-9e170371f319";"2016-12-21T02:33:38";"86"
"2016-12-18T14:40:07.461-02";"2016-12-21T00:16:32.734-02";"866523028526329";"Brasileiro";"RN";"";"Masculino";"26 a 35 anos";"Superior";"Empregado público";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Meses";"";"1";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Flat/ apart-hotel";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Lagoa Guaraira Mirantes";"0";"0";"1";"1";"0";"1";"0";"1";"0";"Não";"";"Não";"Sim";"Belas praias";"Sim";"1000";"1000";"150";"100";"300";"";"Normais";"";"5";"3";"4";"3";"5";"?";"?";"?";"4";"?";"4";"?";"4";"5";"3";"3";"2";"3";"4";"2";"1";"1";"3";"3";"?";"?";"Gleidson";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460847";"815b10f1-78eb-4c66-bc5f-775ee77bbcdd";"2016-12-21T03:21:43";"87"
"2016-12-20T21:17:13.618-02";"2016-12-21T00:16:53.142-02";"866523028526329";"Brasileiro";"GO";"";"Feminino";"36 a 50 anos";"Pós-Graduação";"Funcionário público";"Real";"R$3.501,00 a R$8.800,00";"";"Viúvo(a)";"Heterossexual";"Família";"01- uma";"Dias";"15";"";"Avião Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Visitar amigos/ parentes";"";"Outros";"Visita ao filho";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Outros";"1";"0";"0";"0";"0";"0";"Jeep";"Indicação de parentes/amigos";"4";"5";"5";"5";"";"Praias Chapadão Fazenda do camarão Lagoa Guaraira Mirantes Projeto Tamar";"0";"0";"1";"1";"0";"1";"1";"1";"1";"Sim";"Barra do cunhau e baia formosa";"Não";"Sim";"Belezas naturais e visita a família";"Sim";"0";"600";"0";"200";"600";"";"Normais";"";"5";"5";"4";"4";"4";"?";"?";"?";"5";"?";"4";"?";"4";"?";"3";"3";"2";"4";"5";"4";"3";"4";"?";"?";"5";"5";"Cida";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460848";"ac8db02d-0039-4a46-ab12-7aff2af38863";"2016-12-21T03:21:44";"88"
"2016-12-20T21:29:03.600-02";"2016-12-21T00:17:55.352-02";"866523028526329";"Brasileiro";"GO";"";"Masculino";"26 a 35 anos";"Superior Incompleto";"Autônomo";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"40";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Moto táxi Outros";"1";"0";"0";"0";"1";"0";"Coletivo";"Casa de veraneio";"Esportivo";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Quatriciclo";"0";"0";"0";"0";"1";"0";"";"Indicação de parentes/amigos";"5";"5";"5";"4";"";"Praias Chapadão Lagoa Guaraira Mirantes Santuario ecológico Outros";"1";"0";"1";"1";"1";"1";"0";"1";"0";"Sim";"Malembá barra do cunhau sibauma";"Não";"Sim";"Surf";"Sim";"1000";"1200";"200";"300";"100";"500";"Normais";"";"5";"4";"4";"5";"5";"5";"5";"?";"3";"?";"4";"?";"3";"5";"3";"3";"3";"4";"5";"4";"3";"4";"?";"?";"4";"4";"Guilherme";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460849";"92f2b7bc-e884-48f2-931f-51b6c53a2782";"2016-12-21T03:21:45";"89"
"2016-12-20T21:36:46.310-02";"2016-12-21T00:18:29.636-02";"866523028526329";"Brasileiro";"GO";"";"Masculino";"26 a 35 anos";"Superior Incompleto";"Iniciativa privada";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"15";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"Van e moto taxi";"Casa de veraneio";"Aventura e natureza";"";"Comentários";"";"Sozinho/internet";"";"Sim";"Booking";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Lagoa Guaraira Mirantes";"0";"0";"1";"1";"0";"1";"0";"1";"0";"Sim";"Sibauma";"Sim";"Sim";"Vida noturna";"Sim";"750";"450";"150";"100";"0";"300";"Elevados";"";"5";"3";"3";"4";"4";"4";"3";"?";"4";"?";"5";"?";"?";"5";"3";"4";"2";"3";"4";"4";"3";"4";"?";"?";"4";"4";"Bruno Cardoso";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460850";"f40809a8-ef2c-4d81-93e0-df775b2f13b3";"2016-12-21T03:21:45";"90"
"2016-12-20T21:43:32.838-02";"2016-12-21T00:18:49.967-02";"866523028526329";"Brasileiro";"GO";"";"Masculino";"18 a 25 anos";"Médio Completo";"Outros";"Real";"";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"25";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Pousada/chalés";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias Chapadão Lagoa Guaraira Mirantes Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"1";"0";"Sim";"Pirangi, tabatinga, buzios";"Não";"Sim";"Belezas naturais";"Sim";"1500";"1000";"900";"0";"200";"";"Normais";"";"5";"5";"3";"4";"?";"?";"4";"?";"4";"4";"4";"4";"?";"5";"4";"4";"3";"3";"4";"3";"3";"?";"?";"?";"5";"5";"Laerte";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460851";"b94cab14-3c08-4320-8e00-ae52c544da1b";"2016-12-21T03:21:46";"91"
"2016-12-20T22:14:34.454-02";"2016-12-21T00:19:34.767-02";"866523028526329";"Brasileiro";"GO";"";"Feminino";"26 a 35 anos";"Médio Completo";"Empresário";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Homossexual";"Família";"02- duas";"Dias";"25";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de veraneio";"Visitar amigos/ parentes";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Fazenda do camarão Lagoa Guaraira Mirantes Santuario ecológico";"1";"0";"1";"1";"0";"1";"1";"1";"0";"Sim";"Sibauma, barra do cunhau, búzios,tabatinga pirangi, natal, genipabu";"Sim";"Sim";"Beleza natural";"Sim";"2500";"1800";"2300";"600";"500";"";"Normais";"";"5";"5";"5";"5";"?";"?";"?";"?";"4";"?";"4";"?";"4";"?";"4";"3";"2";"2";"4";"3";"4";"?";"?";"?";"?";"?";"Hadoyka";"Pipa center";"vHZpya9YwWnPpMmMnrYA6m";"5460852";"320f05f3-5580-48b5-8b47-a472d6fd1bde";"2016-12-21T03:21:48";"92"
"2016-12-20T22:21:12.843-02";"2016-12-21T00:20:18.780-02";"866523028526329";"Brasileiro";"DF";"";"Masculino";"36 a 50 anos";"Pós-Graduação";"Funcionário público";"Real";"R$8.801,00 a R$18.000,00";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"10";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Hotel/resort";"Sol e praia";"";"Agência de viagem";"";"Corporativa";"";"Sim";"Cvc";"Sim";"Passeios em atrativos turísticos";"0";"0";"0";"1";"0";"";"Sim";"Jardineira Buggy Catamarã/lancha";"0";"1";"1";"1";"0";"0";"";"Agência de viagens/receptivo";"4";"5";"5";"5";"";"Praias Chapadão Lagoa Guaraira Mirantes";"0";"0";"1";"1";"0";"1";"0";"1";"0";"Sim";"Barra do cunhau";"Sim";"Sim";"Natureza";"Sim";"13000";"2000";"3000";"1000";"500";"";"Baixos";"";"5";"4";"3";"3";"4";"4";"5";"4";"5";"4";"4";"4";"4";"?";"4";"4";"2";"5";"4";"3";"3";"?";"?";"?";"5";"5";"Giovane";"Tapiocaria";"vHZpya9YwWnPpMmMnrYA6m";"5460853";"bddb45a8-b305-44ce-8b0d-51b8504a60f7";"2016-12-21T03:21:49";"93"
